run,segment,field,detector,slot,source,pred_x,pred_y,peak_pixel,snap_dist,peak_excess,peak_counts,n_support,n_pixels,pixels,flag
9402,13,137/137A-exb2000,lower,R1C1,Bi-207-8890,1.51,7.54,1047,0.8,36.1,26809,4,5,1036;1047;1048;1059;1060,
9402,13,137/137A-exb2000,lower,R1C2,Bi-207-9177,0.91,0.96,1051,0.18,7.8,28628,4,7,1039;1040;1050;1051;1052;1063;1064,
9402,13,137/137A-exb2000,lower,R1C3,Bi-207-9176,-0.59,-5.11,1067,0.18,4.2,8843,3,3,1054;1055;1067,
9402,13,137/137A-exb2000,lower,R2C1,Sn-113-9183,-5.09,7.88,1094,0.18,95.6,24749,3,3,1084;1094;1095,
9402,13,137/137A-exb2000,lower,R2C2,Cd-109-9178,-6.59,0.09,1108,0.18,11.2,14108,5,4,1097;1098;1107;1108,
9402,13,137/137A-exb2000,lower,R2C3,Ce-139-9179,-6.59,-5.11,1111,0.18,4.3,3976,5,4,1101;1102;1111;1112,
9402,14,137/137A-exb2000,upper,R1C1,Bi-207-8890,-0.58,8.62,59,0.18,7.5,6031,4,4,59;60;71;72,
9402,14,137/137A-exb2000,upper,R1C2,Bi-207-9177,-0.58,1.69,63,0.18,2.2,6328,2,5,51;63;64;75;76,
9402,14,137/137A-exb2000,upper,R1C3,Bi-207-9176,-0.58,-5.24,67,0.18,4.1,9514,4,4,67;68;79;80,
9402,14,137/137A-exb2000,upper,R2C1,Sn-113-9183,-5.08,7.75,25,0.18,1.2,60,0,4,25;26;35;36,CHECK
9402,14,137/137A-exb2000,upper,R2C2,Cd-109-9178,-6.58,1.69,19,0.18,58.6,36569,7,6,10;11;19;20;28;29,
9402,14,137/137A-exb2000,upper,R2C3,Ce-139-9179,-5.08,-6.1,33,0.18,2.3,1965,5,5,23;24;33;34;44,
9402,14,137/137A-exb2000,lower,R1C1,Bi-207-8890,2.73,6.68,1036,0.54,5.6,4532,4,3,1036;1047;1048,
9402,14,137/137A-exb2000,lower,R1C2,Bi-207-9177,2.13,0.1,1040,0.16,1.9,5383,2,3,1040;1051;1052,CHECK
9402,14,137/137A-exb2000,lower,R1C3,Bi-207-9176,0.63,-5.96,1055,0.16,14.0,28167,7,7,1043;1044;1054;1055;1056;1067;1068,
9402,14,137/137A-exb2000,lower,R2C1,Sn-113-9183,-3.87,7.03,1084,0.16,4.1,3384,3,3,1084;1094;1095,
9402,14,137/137A-exb2000,lower,R2C2,Cd-109-9178,-5.37,-0.77,1099,0.16,13.7,35961,6,4,1088;1098;1099;1108,
9402,14,137/137A-exb2000,lower,R2C3,Ce-139-9179,-5.37,-5.96,1102,0.16,10.4,18010,3,4,1101;1102;1111;1112,
9402,15,137/137A-exb2000,upper,R1C1,Bi-207-8890,-0.57,6.84,60,0.2,4.3,7313,4,4,60;61;72;73,
9402,15,137/137A-exb2000,upper,R1C2,Bi-207-9177,-0.57,-0.09,64,0.2,2.7,10450,1,5,52;64;65;76;77,CHECK
9402,15,137/137A-exb2000,upper,R1C3,Bi-207-9176,-0.57,-7.01,68,0.2,4.6,5023,4,4,56;68;69;81,
9402,15,137/137A-exb2000,upper,R2C1,Sn-113-9183,-5.07,5.98,26,0.2,8.7,3639,3,5,17;25;26;36;37,
9402,15,137/137A-exb2000,upper,R2C2,Cd-109-9178,-6.57,-0.09,20,0.2,43.3,45969,7,4,12;20;21;30,
9402,15,137/137A-exb2000,upper,R2C3,Ce-139-9179,-5.07,-7.88,34,0.2,1.0,512,0,5,24;33;34;44;45,CHECK
9402,15,137/137A-exb2000,lower,R1C1,Bi-207-8890,1.45,5.78,1048,0.75,10.8,24455,7,7,1036;1037;1047;1048;1049;1060;1061,
9402,15,137/137A-exb2000,lower,R1C2,Bi-207-9177,0.85,-0.8,1052,0.12,6.6,27172,3,5,1041;1052;1053;1064;1065,
9402,15,137/137A-exb2000,lower,R1C3,Bi-207-9176,-0.65,-6.86,1068,0.12,4.4,8600,4,4,1055;1056;1068;1069,
9402,15,137/137A-exb2000,lower,R2C1,Sn-113-9183,-5.15,6.13,1095,0.12,27.4,24995,6,5,1085;1094;1095;1096;1105,
9402,15,137/137A-exb2000,lower,R2C2,Cd-109-9178,-6.65,-1.66,1109,0.12,24.2,15162,6,4,1099;1100;1108;1109,
9402,15,137/137A-exb2000,lower,R2C3,Ce-139-9179,-6.65,-6.86,1112,0.12,0.4,158,0,3,1102;1111;1112,CHECK
9402,16,137/137A-exb2000,upper,R2C3,Ce-139-9179,-5.07,-9.41,,,,,0,0,,CHECK
9402,16,137/137A-exb2000,upper,R1C1,Bi-207-8890,-0.57,5.32,61,0.22,2.7,7141,3,5,60;61;62;73;74,
9402,16,137/137A-exb2000,upper,R1C2,Bi-207-9177,-0.57,-1.61,65,0.22,2.8,10447,1,5,64;65;66;77;78,CHECK
9402,16,137/137A-exb2000,upper,R1C3,Bi-207-9176,-0.57,-8.54,69,0.22,8.0,2368,3,4,56;68;69;81,
9402,16,137/137A-exb2000,upper,R2C1,Sn-113-9183,-5.07,4.45,27,0.22,9.3,4338,6,5,17;18;26;27;37,
9402,16,137/137A-exb2000,upper,R2C2,Cd-109-9178,-6.57,-1.61,21,0.22,71.3,41827,7,5,13;21;22;30;31,
9402,16,137/137A-exb2000,lower,R2C3,Ce-139-9179,-6.68,-8.51,,,,,0,0,,CHECK
9402,16,137/137A-exb2000,lower,R1C1,Bi-207-8890,1.42,4.14,1049,0.7,10.7,28893,7,7,1037;1038;1048;1049;1050;1061;1062,
9402,16,137/137A-exb2000,lower,R1C2,Bi-207-9177,0.82,-2.44,1053,0.17,8.3,27959,5,6,1041;1052;1053;1054;1065;1066,
9402,16,137/137A-exb2000,lower,R1C3,Bi-207-9176,-0.68,-8.51,1069,0.17,16.6,7816,2,3,1056;1068;1069,
9402,16,137/137A-exb2000,lower,R2C1,Sn-113-9183,-5.18,4.48,1096,0.17,30.8,28326,7,5,1095;1096;1097;1105;1106,
9402,16,137/137A-exb2000,lower,R2C2,Cd-109-9178,-6.68,-3.31,1110,0.17,27.6,13697,5,4,1100;1101;1109;1110,
9402,17,137/137A-exb2000,upper,R1C3,Bi-207-9176,0.69,-9.55,,,,,0,0,,CHECK
9402,17,137/137A-exb2000,upper,R2C3,Ce-139-9179,-3.81,-10.41,,,,,0,0,,CHECK
9402,17,137/137A-exb2000,upper,R1C1,Bi-207-8890,0.69,4.31,74,0.06,3.8,10132,3,7,61;62;73;74;75;85;86,
9402,17,137/137A-exb2000,upper,R1C2,Bi-207-9177,0.69,-2.62,78,0.06,1.8,7631,2,5,65;66;78;79;90,CHECK
9402,17,137/137A-exb2000,upper,R2C1,Sn-113-9183,-3.81,3.44,38,0.06,2.3,3773,4,4,27;28;37;38,
9402,17,137/137A-exb2000,upper,R2C2,Cd-109-9178,-5.31,-2.62,31,0.06,13.4,15014,7,4,21;22;30;31,
9402,17,137/137A-exb2000,lower,R2C3,Ce-139-9179,-6.7,-8.63,,,,,0,0,,CHECK
9402,17,137/137A-exb2000,lower,R1C1,Bi-207-8890,1.4,4.01,1049,0.72,6.2,16617,5,4,1038;1049;1050;1062,
9402,17,137/137A-exb2000,lower,R1C2,Bi-207-9177,0.8,-2.57,1053,0.05,6.8,22906,4,4,1042;1053;1054;1066,
9402,17,137/137A-exb2000,lower,R1C3,Bi-207-9176,-0.7,-8.63,1069,0.05,8.4,3932,2,4,1056;1068;1069;1081,
9402,17,137/137A-exb2000,lower,R2C1,Sn-113-9183,-5.2,4.36,1096,0.05,21.0,19267,7,4,1096;1097;1105;1106,
9402,17,137/137A-exb2000,lower,R2C2,Cd-109-9178,-6.7,-3.44,1110,0.05,26.6,13202,5,4,1100;1101;1109;1110,
9402,18,137/137A-exb2000,upper,R1C1,Bi-207-8890,0.91,9.59,71,0.17,1.1,302,0,3,71;72;83,CHECK
9402,18,137/137A-exb2000,upper,R1C2,Bi-207-9177,0.91,2.66,75,0.17,4.2,11302,3,5,74;75;76;86;87,
9402,18,137/137A-exb2000,upper,R1C3,Bi-207-9176,0.91,-4.27,79,0.17,3.7,8045,4,5,78;79;80;90;91,
9402,18,137/137A-exb2000,upper,R2C1,Sn-113-9183,-3.59,8.72,35,0.17,2.6,175,2,3,25;35;36,
9402,18,137/137A-exb2000,upper,R2C2,Cd-109-9178,-5.09,2.66,28,0.17,53.8,50610,7,5,18;19;27;28;38,
9402,18,137/137A-exb2000,upper,R2C3,Ce-139-9179,-3.59,-5.13,43,0.17,1.1,2571,2,4,32;33;42;43,CHECK
9402,18,137/137A-exb2000,lower,R1C1,Bi-207-8890,2.99,8.35,,,,,0,0,,CHECK
9402,18,137/137A-exb2000,lower,R2C1,Sn-113-9183,-3.61,8.7,,,,,0,0,,CHECK
9402,18,137/137A-exb2000,lower,R1C2,Bi-207-9177,2.39,1.77,1039,0.15,12.0,23093,5,5,1028;1038;1039;1050;1051,
9402,18,137/137A-exb2000,lower,R1C3,Bi-207-9176,0.89,-4.29,1054,0.15,9.2,20006,4,4,1042;1043;1054;1055,
9402,18,137/137A-exb2000,lower,R2C2,Cd-109-9178,-5.11,0.91,1098,0.15,13.0,22743,4,4,1087;1097;1098;1107,
9402,18,137/137A-exb2000,lower,R2C3,Ce-139-9179,-5.11,-4.29,1101,0.15,10.9,17192,6,7,1090;1091;1100;1101;1102;1110;1111,
9402,19,137/137A-exb2000,upper,R1C1,Bi-207-8890,0.66,9.62,71,0.13,4.2,1186,2,3,71;72;83,
9402,19,137/137A-exb2000,upper,R1C2,Bi-207-9177,0.66,2.69,75,0.13,3.6,9732,2,4,75;76;86;87,
9402,19,137/137A-exb2000,upper,R1C3,Bi-207-9176,0.66,-4.24,79,0.13,6.4,13791,4,4,79;80;90;91,
9402,19,137/137A-exb2000,upper,R2C1,Sn-113-9183,-3.84,8.75,35,0.13,19.6,1316,4,3,25;35;36,
9402,19,137/137A-exb2000,upper,R2C2,Cd-109-9178,-5.34,2.69,28,0.13,47.5,44681,7,6,18;19;27;28;29;39,
9402,19,137/137A-exb2000,upper,R2C3,Ce-139-9179,-3.84,-5.1,43,0.13,1.3,2940,3,4,32;33;43;44,CHECK
9402,19,137/137A-exb2000,lower,R1C1,Bi-207-8890,2.71,7.51,1036,0.74,2.3,1874,2,4,1036;1047;1048;1060,
9402,19,137/137A-exb2000,lower,R1C2,Bi-207-9177,2.11,0.93,1039,0.82,8.7,16760,3,5,1029;1039;1040;1050;1051,
9402,19,137/137A-exb2000,lower,R1C3,Bi-207-9176,0.61,-5.14,1055,0.94,11.1,22306,4,4,1043;1044;1054;1055,
9402,19,137/137A-exb2000,lower,R2C1,Sn-113-9183,-3.89,7.85,1084,0.94,16.8,13856,3,3,1084;1094;1095,
9402,19,137/137A-exb2000,lower,R2C2,Cd-109-9178,-5.39,0.06,1098,0.82,39.6,69053,7,4,1087;1097;1098;1107,
9402,19,137/137A-exb2000,lower,R2C3,Ce-139-9179,-5.39,-5.14,1102,0.94,3.9,6765,3,4,1091;1092;1101;1102,
9402,20,137/137A-exb2000,upper,R1C1,Bi-207-8890,0.67,7.84,72,0.09,3.3,7745,7,6,59;71;72;73;83;84,
9402,20,137/137A-exb2000,upper,R1C2,Bi-207-9177,0.67,0.91,76,0.09,2.6,12414,2,5,75;76;77;87;88,
9402,20,137/137A-exb2000,upper,R1C3,Bi-207-9176,0.67,-6.02,80,0.09,5.0,9189,6,5,79;80;81;91;92,
9402,20,137/137A-exb2000,upper,R2C1,Sn-113-9183,-3.83,6.97,36,0.09,8.2,2867,6,4,25;26;35;36,
9402,20,137/137A-exb2000,upper,R2C2,Cd-109-9178,-5.33,0.91,29,0.09,23.4,53596,7,7,19;20;28;29;30;39;40,
9402,20,137/137A-exb2000,upper,R2C3,Ce-139-9179,-3.83,-6.88,44,0.09,2.5,1897,3,4,33;34;43;44,
9402,20,137/137A-exb2000,lower,R1C1,Bi-207-8890,2.93,6.61,1026,0.98,4.0,1449,3,4,1026;1027;1036;1037,CHECK
9402,20,137/137A-exb2000,lower,R1C2,Bi-207-9177,2.33,0.03,1040,0.09,8.4,23542,5,5,1039;1040;1041;1051;1052,
9402,20,137/137A-exb2000,lower,R1C3,Bi-207-9176,0.83,-6.04,1055,0.09,10.6,21324,5,4,1043;1044;1055;1056,
9402,20,137/137A-exb2000,lower,R2C1,Sn-113-9183,-3.67,6.95,1084,0.09,28.9,23773,5,4,1084;1085;1094;1095,
9402,20,137/137A-exb2000,lower,R2C2,Cd-109-9178,-5.17,-0.84,1099,0.09,11.8,31018,6,4,1088;1089;1098;1099,
9402,20,137/137A-exb2000,lower,R2C3,Ce-139-9179,-5.17,-6.04,1102,0.09,9.0,15551,4,6,1091;1092;1101;1102;1111;1112,
9402,21,137/137A-exb2000,upper,R1C1,Bi-207-8890,0.67,6.08,73,0.08,4.7,10209,3,5,72;73;74;84;85,
9402,21,137/137A-exb2000,upper,R1C2,Bi-207-9177,0.67,-0.85,77,0.08,2.5,10964,1,6,64;76;77;78;88;89,CHECK
9402,21,137/137A-exb2000,upper,R1C3,Bi-207-9176,0.67,-7.78,81,0.08,4.3,4397,4,5,68;69;80;81;92,
9402,21,137/137A-exb2000,upper,R2C1,Sn-113-9183,-3.83,5.21,37,0.08,3.7,3095,4,4,26;27;36;37,
9402,21,137/137A-exb2000,upper,R2C2,Cd-109-9178,-5.33,-0.85,30,0.08,15.3,29159,7,5,20;21;29;30;31,
9402,21,137/137A-exb2000,upper,R2C3,Ce-139-9179,-3.83,-8.64,45,0.08,1.0,347,0,3,34;44;45,CHECK
9402,21,137/137A-exb2000,lower,R2C3,Ce-139-9179,-5.2,-7.67,,,,,0,0,,CHECK
9402,21,137/137A-exb2000,lower,R1C1,Bi-207-8890,2.9,4.98,1037,0.69,17.1,24684,7,5,1026;1027;1036;1037;1048,
9402,21,137/137A-exb2000,lower,R1C2,Bi-207-9177,2.3,-1.61,1041,0.14,6.7,18476,4,4,1040;1041;1052;1053,
9402,21,137/137A-exb2000,lower,R1C3,Bi-207-9176,0.8,-7.67,1056,0.14,8.0,13945,5,3,1044;1045;1056,
9402,21,137/137A-exb2000,lower,R2C1,Sn-113-9183,-3.7,5.32,1085,0.14,16.4,22443,5,4,1084;1085;1095;1096,
9402,21,137/137A-exb2000,lower,R2C2,Cd-109-9178,-5.2,-2.47,1100,0.14,16.9,18995,4,4,1089;1099;1100;1109,
9402,22,137/137A-exb2000,upper,R1C1,Bi-207-8890,0.68,6.07,73,0.07,3.9,8330,3,4,73;74;84;85,
9402,22,137/137A-exb2000,upper,R1C2,Bi-207-9177,0.68,-0.86,77,0.07,2.6,11472,1,5,65;77;78;88;89,CHECK
9402,22,137/137A-exb2000,upper,R1C3,Bi-207-9176,0.68,-7.79,81,0.07,3.4,3472,2,4,68;69;80;81,
9402,22,137/137A-exb2000,upper,R2C1,Sn-113-9183,-3.82,5.2,37,0.07,5.8,4823,5,4,26;27;36;37,
9402,22,137/137A-exb2000,upper,R2C2,Cd-109-9178,-5.32,-0.86,30,0.07,25.1,47825,6,4,21;30;31;41,
9402,22,137/137A-exb2000,upper,R2C3,Ce-139-9179,-3.82,-8.65,45,0.07,1.0,364,0,3,34;44;45,CHECK
9402,22,137/137A-exb2000,lower,R2C3,Ce-139-9179,-5.22,-7.8,,,,,0,0,,CHECK
9402,22,137/137A-exb2000,lower,R1C1,Bi-207-8890,2.88,4.84,1037,0.72,10.8,15573,7,5,1027;1037;1038;1048;1049,
9402,22,137/137A-exb2000,lower,R1C2,Bi-207-9177,2.28,-1.74,1041,0.03,6.9,18945,3,4,1041;1042;1052;1053,
9402,22,137/137A-exb2000,lower,R1C3,Bi-207-9176,0.78,-7.8,1056,0.03,7.4,12899,4,3,1044;1045;1056,
9402,22,137/137A-exb2000,lower,R2C1,Sn-113-9183,-3.72,5.19,1085,0.03,13.0,17849,5,4,1085;1086;1095;1096,
9402,22,137/137A-exb2000,lower,R2C2,Cd-109-9178,-5.22,-2.6,1100,0.03,56.1,62902,7,5,1089;1090;1099;1100;1109,
9402,23,137/137A-exb2000,upper,R1C3,Bi-207-9176,0.69,-9.56,,,,,0,0,,CHECK
9402,23,137/137A-exb2000,upper,R2C3,Ce-139-9179,-3.81,-10.42,,,,,0,0,,CHECK
9402,23,137/137A-exb2000,upper,R1C1,Bi-207-8890,0.69,4.3,74,0.06,3.8,9981,3,5,73;74;75;85;86,
9402,23,137/137A-exb2000,upper,R1C2,Bi-207-9177,0.69,-2.63,78,0.06,2.7,11469,3,5,66;78;79;89;90,
9402,23,137/137A-exb2000,upper,R2C1,Sn-113-9183,-3.81,3.43,38,0.06,3.0,4811,5,4,27;28;37;38,
9402,23,137/137A-exb2000,upper,R2C2,Cd-109-9178,-5.31,-2.63,31,0.06,40.6,45344,7,6,21;22;30;31;32;42,
9402,23,137/137A-exb2000,lower,R2C3,Ce-139-9179,-3.75,-8.69,,,,,0,0,,CHECK
9402,23,137/137A-exb2000,lower,R1C1,Bi-207-8890,4.35,3.95,1027,0.71,4.5,3873,5,4,1027;1028;1037;1038,
9402,23,137/137A-exb2000,lower,R1C2,Bi-207-9177,3.75,-2.63,1031,0.03,1.2,3284,2,4,1031;1032;1041;1042,CHECK
9402,23,137/137A-exb2000,lower,R1C3,Bi-207-9176,2.25,-8.69,1045,0.03,25.3,12235,2,4,1034;1044;1045;1056,
9402,23,137/137A-exb2000,lower,R2C1,Sn-113-9183,-2.25,4.3,1074,0.03,1.4,2983,2,4,1074;1075;1085;1086,CHECK
9402,23,137/137A-exb2000,lower,R2C2,Cd-109-9178,-3.75,-3.49,1090,0.03,29.7,60449,7,4,1089;1090;1100;1101,
9402,24,137/137A-exb2000,upper,R1C1,Bi-207-8890,2.15,10.36,,,,,0,0,,CHECK
9402,24,137/137A-exb2000,upper,R2C1,Sn-113-9183,-2.35,9.5,,,,,0,0,,CHECK
9402,24,137/137A-exb2000,upper,R1C2,Bi-207-9177,2.15,3.43,86,0.1,5.0,10587,4,4,86;87;96;97,
9402,24,137/137A-exb2000,upper,R1C3,Bi-207-9176,2.15,-3.49,90,0.1,4.9,12906,4,4,79;90;91;101,
9402,24,137/137A-exb2000,upper,R2C2,Cd-109-9178,-3.85,3.43,38,0.1,27.8,44893,6,5,27;28;38;39;50,
9402,24,137/137A-exb2000,upper,R2C3,Ce-139-9179,-2.35,-4.36,54,0.1,1.2,2866,1,4,42;43;53;54,CHECK
9402,24,137/137A-exb2000,lower,R1C1,Bi-207-8890,4.45,9.07,,,,,0,0,,CHECK
9402,24,137/137A-exb2000,lower,R2C1,Sn-113-9183,-2.15,9.42,,,,,0,0,,CHECK
9402,24,137/137A-exb2000,lower,R1C2,Bi-207-9177,3.85,2.49,1028,0.14,8.2,11253,7,4,1028;1029;1038;1039,
9402,24,137/137A-exb2000,lower,R1C3,Bi-207-9176,2.35,-3.57,1042,0.14,11.0,23826,5,4,1032;1042;1043;1054,
9402,24,137/137A-exb2000,lower,R2C2,Cd-109-9178,-3.65,1.63,1087,0.14,45.3,83481,7,5,1075;1086;1087;1097;1098,
9402,24,137/137A-exb2000,lower,R2C3,Ce-139-9179,-3.65,-3.57,1090,0.14,6.9,14032,2,4,1079;1090;1091;1101,
9402,25,137/137A-exb2000,upper,R1C1,Bi-207-8890,2.16,8.63,83,0.1,5.2,2070,1,5,71;72;83;84;94,CHECK
9402,25,137/137A-exb2000,upper,R1C2,Bi-207-9177,2.16,1.7,87,0.1,5.6,12569,3,5,86;87;88;97;98,
9402,25,137/137A-exb2000,upper,R1C3,Bi-207-9176,2.16,-5.23,91,0.1,10.1,11594,7,7,79;80;90;91;92;101;102,
9402,25,137/137A-exb2000,upper,R2C1,Sn-113-9183,-2.34,7.76,47,0.1,3.8,2810,3,4,25;35;36;47,
9402,25,137/137A-exb2000,upper,R2C2,Cd-109-9178,-3.84,1.7,39,0.1,24.6,51222,6,5,28;29;38;39;50,
9402,25,137/137A-exb2000,upper,R2C3,Ce-139-9179,-2.34,-6.09,55,0.1,1.3,2233,2,5,43;44;54;55;56,CHECK
9402,25,137/137A-exb2000,lower,R1C1,Bi-207-8890,4.42,7.47,,,,,0,0,,CHECK
9402,25,137/137A-exb2000,lower,R1C2,Bi-207-9177,3.82,0.89,1029,0.07,9.9,14295,5,4,1028;1029;1039;1040,
9402,25,137/137A-exb2000,lower,R1C3,Bi-207-9176,2.32,-5.18,1043,0.07,23.4,27415,7,7,1032;1033;1042;1043;1044;1054;1055,
9402,25,137/137A-exb2000,lower,R2C1,Sn-113-9183,-2.18,7.81,1072,0.07,16.7,14277,3,3,1072;1073;1084,
9402,25,137/137A-exb2000,lower,R2C2,Cd-109-9178,-3.68,0.02,1088,0.07,7.6,30160,4,4,1076;1087;1088;1098,
9402,25,137/137A-exb2000,lower,R2C3,Ce-139-9179,-3.68,-5.18,1091,0.07,10.6,19542,2,6,1079;1080;1091;1092;1101;1102,
9402,26,137/137A-exb2000,upper,R1C1,Bi-207-8890,2.16,8.58,83,0.12,6.6,2650,3,4,72;83;84;94,
9402,26,137/137A-exb2000,upper,R1C2,Bi-207-9177,2.16,1.65,87,0.12,3.9,8742,3,4,87;88;97;98,
9402,26,137/137A-exb2000,upper,R1C3,Bi-207-9176,2.16,-5.28,91,0.12,9.0,10286,4,4,80;91;92;102,
9402,26,137/137A-exb2000,upper,R2C1,Sn-113-9183,-2.34,7.71,47,0.12,8.5,6233,4,4,25;35;36;47,
9402,26,137/137A-exb2000,upper,R2C2,Cd-109-9178,-3.84,1.65,39,0.12,22.5,46813,6,5,28;29;39;40;51,
9402,26,137/137A-exb2000,upper,R2C3,Ce-139-9179,-2.34,-6.14,55,0.12,0.4,731,1,4,43;44;54;55,CHECK
9402,26,137/137A-exb2000,lower,R1C1,Bi-207-8890,4.39,5.8,1026,0.69,20.5,7410,4,4,1017;1026;1027;1037,
9402,26,137/137A-exb2000,lower,R1C2,Bi-207-9177,3.79,-0.78,1030,0.09,3.8,9970,4,4,1029;1030;1040;1041,
9402,26,137/137A-exb2000,lower,R1C3,Bi-207-9176,2.29,-6.84,1044,0.09,18.2,29799,7,7,1033;1034;1043;1044;1045;1055;1056,
9402,26,137/137A-exb2000,lower,R2C1,Sn-113-9183,-2.21,6.15,1073,0.09,4.0,8748,4,4,1072;1073;1084;1085,
9402,26,137/137A-exb2000,lower,R2C2,Cd-109-9178,-3.71,-1.65,1089,0.09,14.5,27186,4,4,1077;1088;1089;1099,
9402,26,137/137A-exb2000,lower,R2C3,Ce-139-9179,-3.71,-6.84,1092,0.09,13.8,21399,2,5,1080;1081;1091;1092;1102,
9402,27,137/137A-exb2000,upper,R1C1,Bi-207-8890,2.17,6.83,84,0.12,7.5,10021,5,4,84;85;94;95,
9402,27,137/137A-exb2000,upper,R1C2,Bi-207-9177,2.17,-0.09,88,0.12,3.0,11889,2,5,77;88;89;98;99,
9402,27,137/137A-exb2000,upper,R1C3,Bi-207-9176,2.17,-7.02,92,0.12,8.6,7240,5,6,80;81;91;92;102;103,
9402,27,137/137A-exb2000,upper,R2C1,Sn-113-9183,-2.33,5.97,48,0.12,2.2,3465,3,4,36;37;47;48,
9402,27,137/137A-exb2000,upper,R2C2,Cd-109-9178,-3.83,-0.09,40,0.12,14.2,49694,6,5,29;30;40;41;52,
9402,27,137/137A-exb2000,upper,R2C3,Ce-139-9179,-2.33,-7.89,56,0.12,0.3,112,0,3,44;45;56,CHECK
9402,27,137/137A-exb2000,lower,R1C1,Bi-207-8890,4.36,5.68,1026,0.72,21.9,7919,5,4,1017;1026;1027;1037,
9402,27,137/137A-exb2000,lower,R1C2,Bi-207-9177,3.76,-0.9,1030,0.04,4.6,11888,4,4,1030;1031;1040;1041,
9402,27,137/137A-exb2000,lower,R1C3,Bi-207-9176,2.26,-6.96,1044,0.04,15.1,24659,5,4,1034;1044;1045;1056,
9402,27,137/137A-exb2000,lower,R2C1,Sn-113-9183,-2.24,6.03,1073,0.04,4.4,9694,4,4,1073;1074;1084;1085,
9402,27,137/137A-exb2000,lower,R2C2,Cd-109-9178,-3.74,-1.77,1089,0.04,62.2,116600,7,7,1077;1078;1088;1089;1090;1099;1100,
9402,27,137/137A-exb2000,lower,R2C3,Ce-139-9179,-3.74,-6.96,1092,0.04,11.5,17845,2,5,1080;1081;1091;1092;1102,
9402,28,137/137A-exb2000,upper,R1C1,Bi-207-8890,1.67,5.82,85,0.85,10.2,12022,5,5,84;85;86;95;96,
9402,28,137/137A-exb2000,upper,R1C2,Bi-207-9177,1.67,-1.11,89,0.85,3.1,11984,2,7,77;78;88;89;90;99;100,
9402,28,137/137A-exb2000,upper,R1C3,Bi-207-9176,1.67,-8.03,81,0.96,2.9,2932,2,3,80;81;92,CHECK
9402,28,137/137A-exb2000,upper,R2C1,Sn-113-9183,-2.83,4.96,37,0.96,11.9,9790,6,4,26;27;36;37,CHECK
9402,28,137/137A-exb2000,upper,R2C2,Cd-109-9178,-4.33,-1.11,41,0.85,25.6,54390,7,5,30;31;41;42;53,
9402,28,137/137A-exb2000,upper,R2C3,Ce-139-9179,-2.83,-8.9,45,0.96,1.0,356,0,3,34;44;45,CHECK
9402,28,137/137A-exb2000,lower,R2C3,Ce-139-9179,-3.77,-8.6,,,,,0,0,,CHECK
9402,28,137/137A-exb2000,lower,R1C1,Bi-207-8890,4.33,4.05,1027,0.65,18.5,15763,6,4,1026;1027;1037;1038,
9402,28,137/137A-exb2000,lower,R1C2,Bi-207-9177,3.73,-2.53,1031,0.07,4.4,11763,3,4,1030;1031;1041;1042,
9402,28,137/137A-exb2000,lower,R1C3,Bi-207-9176,2.23,-8.6,1045,0.07,49.6,23963,3,4,1034;1044;1045;1056,
9402,28,137/137A-exb2000,lower,R2C1,Sn-113-9183,-2.27,4.39,1074,0.07,5.2,11364,3,4,1073;1074;1085;1086,
9402,28,137/137A-exb2000,lower,R2C2,Cd-109-9178,-3.77,-3.4,1090,0.07,15.2,31004,4,4,1078;1089;1090;1100,
9402,29,137/137A-exb2000,upper,R1C3,Bi-207-9176,2.18,-8.55,,,,,0,0,,CHECK
9402,29,137/137A-exb2000,upper,R2C3,Ce-139-9179,-2.32,-9.42,,,,,0,0,,CHECK
9402,29,137/137A-exb2000,upper,R1C1,Bi-207-8890,2.18,5.31,85,0.13,7.4,8731,4,4,85;86;95;96,
9402,29,137/137A-exb2000,upper,R1C2,Bi-207-9177,2.18,-1.62,89,0.13,2.7,10338,2,4,78;89;90;100,
9402,29,137/137A-exb2000,upper,R2C1,Sn-113-9183,-2.32,4.44,49,0.13,1.9,4074,3,4,37;38;48;49,CHECK
9402,29,137/137A-exb2000,upper,R2C2,Cd-109-9178,-3.82,-1.62,41,0.13,22.3,47337,5,5,30;31;41;42;53,
9402,29,137/137A-exb2000,lower,R2C3,Ce-139-9179,-3.8,-8.73,,,,,0,0,,CHECK
